txn_id,date,time,datetime,amount,type,category,merchant,upi_id,status,note
TXN100479,2025-02-02,03:39:23,2025-02-02T03:39:23,533.54,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN100480,2024-08-13,14:30:33,2024-08-13T14:30:33,1583.76,Debit,Shopping,ShopEasy,merchant@axis,Failed,Shopping payment to ShopEasy
TXN100481,2025-05-01,09:46:09,2025-05-01T09:46:09,414.65,Debit,Rent,CityRentals,shivap@ybl,Success,Rent payment to CityRentals
TXN100482,2025-08-23,21:11:59,2025-08-23T21:11:59,1193.22,Debit,Dining,CafeBrew,shivap@ybl,Success,Dining payment to CafeBrew
TXN100483,2024-09-04,04:03:05,2024-09-04T04:03:05,1886.51,Debit,Refund,SellerX,salary@hdfc,Pending,Refund payment to SellerX
TXN100484,2025-01-08,04:09:38,2025-01-08T04:09:38,542.28,Debit,Entertainment,MovieHub,grocery@icici,Success,Entertainment payment to MovieHub
TXN100485,2025-05-20,17:30:01,2025-05-20T17:30:01,135.98,Debit,Dining,CafeBrew,shivap@ybl,Success,Dining payment to CafeBrew
TXN100486,2025-01-13,12:23:49,2025-01-13T12:23:49,745.47,Debit,Travel,QuickFlights,refund@paytm,Failed,Travel payment to QuickFlights
TXN100487,2024-02-05,10:17:10,2024-02-05T10:17:10,272.43,Credit,Salary,AcmeCorp,merchant@axis,Success,Salary payment to AcmeCorp
TXN100488,2025-08-09,23:16:08,2025-08-09T23:16:08,495.62,Debit,Utilities,PowerGrid,grocery@icici,Success,Utilities payment to PowerGrid
TXN100489,2025-07-14,11:00:38,2025-07-14T11:00:38,173.23,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN100490,2025-07-09,21:50:09,2025-07-09T21:50:09,1919.92,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN100491,2024-08-18,14:47:04,2024-08-18T14:47:04,613.15,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN100492,2024-07-29,19:51:22,2024-07-29T19:51:22,1212.55,Credit,Refund,SellerX,friend1@oksbi,Success,Refund payment to SellerX
TXN100493,2024-09-08,18:48:53,2024-09-08T18:48:53,2356.91,Debit,Dining,CafeBrew,shivap@ybl,Success,Dining payment to CafeBrew
TXN100494,2024-12-06,16:22:13,2024-12-06T16:22:13,205.46,Debit,Rent,CityRentals,merchant@axis,Success,Rent payment to CityRentals
TXN100495,2024-11-23,09:36:26,2024-11-23T09:36:26,563.31,Debit,Health,MediCare,friend1@oksbi,Success,Health payment to MediCare
TXN100496,2025-04-22,13:44:31,2025-04-22T13:44:31,382.08,Debit,Shopping,ShopEasy,grocery@icici,Success,Shopping payment to ShopEasy
TXN100497,2024-07-19,14:25:57,2024-07-19T14:25:57,617.69,Debit,Utilities,PowerGrid,shivap@ybl,Success,Utilities payment to PowerGrid
TXN100498,2024-09-18,13:22:10,2024-09-18T13:22:10,1103.59,Debit,Education,EduWorld,friend1@oksbi,Success,Education payment to EduWorld
TXN100499,2024-01-29,03:46:30,2024-01-29T03:46:30,1456.81,Debit,Dining,CafeBrew,salary@hdfc,Success,Dining payment to CafeBrew
TXN100500,2024-10-20,20:25:15,2024-10-20T20:25:15,435.0,Debit,Shopping,ShopEasy,merchant@axis,Success,Shopping payment to ShopEasy
TXN100501,2025-09-20,03:07:55,2025-09-20T03:07:55,575.96,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN100502,2025-03-18,22:16:04,2025-03-18T22:16:04,1543.06,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN100503,2025-02-01,15:54:12,2025-02-01T15:54:12,295.73,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN100504,2025-02-18,08:57:15,2025-02-18T08:57:15,643.15,Debit,Travel,QuickFlights,merchant@axis,Success,Travel payment to QuickFlights
TXN100505,2025-04-10,14:41:43,2025-04-10T14:41:43,229.43,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN100506,2025-08-03,20:05:07,2025-08-03T20:05:07,73.86,Debit,Groceries,BigMart,grocery@icici,Failed,Groceries payment to BigMart
TXN100507,2025-10-18,14:58:29,2025-10-18T14:58:29,151.02,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN100508,2024-12-12,13:30:31,2024-12-12T13:30:31,505.04,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN100509,2024-05-11,15:57:12,2024-05-11T15:57:12,664.3,Debit,Utilities,PowerGrid,merchant@axis,Failed,Utilities payment to PowerGrid
TXN100510,2025-04-01,09:33:54,2025-04-01T09:33:54,2398.27,Debit,Travel,QuickFlights,salary@hdfc,Success,Travel payment to QuickFlights
TXN100511,2024-10-03,16:13:02,2024-10-03T16:13:02,227.81,Debit,Health,MediCare,merchant@axis,Success,Health payment to MediCare
TXN100512,2025-04-03,16:05:09,2025-04-03T16:05:09,820.99,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN100513,2024-06-16,14:19:37,2024-06-16T14:19:37,823.23,Debit,Rent,CityRentals,shivap@ybl,Success,Rent payment to CityRentals
TXN100514,2024-10-19,17:06:29,2024-10-19T17:06:29,292.68,Debit,Dining,CafeBrew,shivap@ybl,Success,Dining payment to CafeBrew
TXN100515,2025-03-22,11:02:27,2025-03-22T11:02:27,258.79,Debit,Shopping,ShopEasy,shivap@ybl,Success,Shopping payment to ShopEasy
TXN100516,2025-03-21,06:46:10,2025-03-21T06:46:10,761.4,Debit,Shopping,ShopEasy,salary@hdfc,Success,Shopping payment to ShopEasy
TXN100517,2024-02-01,09:13:10,2024-02-01T09:13:10,332.32,Debit,Shopping,ShopEasy,merchant@axis,Success,Shopping payment to ShopEasy
TXN100518,2025-08-02,02:45:30,2025-08-02T02:45:30,160.54,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN100519,2025-09-13,21:29:16,2025-09-13T21:29:16,823.51,Debit,Dining,CafeBrew,friend1@oksbi,Success,Dining payment to CafeBrew
TXN100520,2024-04-22,15:37:53,2024-04-22T15:37:53,1493.8,Credit,Refund,SellerX,merchant@axis,Pending,Refund payment to SellerX
TXN100521,2025-06-04,16:39:48,2025-06-04T16:39:48,880.53,Debit,Shopping,ShopEasy,refund@paytm,Success,Shopping payment to ShopEasy
TXN100522,2025-06-09,04:31:14,2025-06-09T04:31:14,728.94,Debit,Travel,QuickFlights,merchant@axis,Success,Travel payment to QuickFlights
TXN100523,2025-03-11,16:55:21,2025-03-11T16:55:21,937.55,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN100524,2024-11-25,17:55:51,2024-11-25T17:55:51,552.82,Debit,Education,EduWorld,refund@paytm,Success,Education payment to EduWorld
TXN100525,2024-03-06,12:10:22,2024-03-06T12:10:22,905.45,Debit,Rent,CityRentals,shivap@ybl,Success,Rent payment to CityRentals
TXN100526,2025-01-21,21:24:18,2025-01-21T21:24:18,794.28,Debit,Utilities,PowerGrid,shivap@ybl,Success,Utilities payment to PowerGrid
TXN100527,2025-02-11,23:53:29,2025-02-11T23:53:29,84.99,Debit,Travel,QuickFlights,merchant@axis,Success,Travel payment to QuickFlights
TXN100528,2025-06-30,06:32:25,2025-06-30T06:32:25,1235.12,Debit,Rent,CityRentals,shivap@ybl,Success,Rent payment to CityRentals
TXN100529,2024-04-06,12:10:37,2024-04-06T12:10:37,1334.49,Debit,Shopping,ShopEasy,friend1@oksbi,Success,Shopping payment to ShopEasy
TXN100530,2024-07-11,22:18:59,2024-07-11T22:18:59,1745.29,Credit,Education,EduWorld,refund@paytm,Success,Education payment to EduWorld
TXN100531,2025-06-22,11:09:25,2025-06-22T11:09:25,929.31,Debit,Shopping,ShopEasy,grocery@icici,Success,Shopping payment to ShopEasy
TXN100532,2024-06-27,18:10:17,2024-06-27T18:10:17,429.54,Debit,Dining,CafeBrew,friend1@oksbi,Success,Dining payment to CafeBrew
TXN100533,2025-10-10,15:46:18,2025-10-10T15:46:18,1387.29,Debit,Shopping,ShopEasy,merchant@axis,Success,Shopping payment to ShopEasy
TXN100534,2025-06-03,08:46:22,2025-06-03T08:46:22,2002.39,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN100535,2024-03-25,18:13:03,2024-03-25T18:13:03,1362.2,Debit,Rent,CityRentals,grocery@icici,Failed,Rent payment to CityRentals
TXN100536,2024-10-07,14:04:31,2024-10-07T14:04:31,656.0,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN100537,2025-05-22,11:20:55,2025-05-22T11:20:55,813.37,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN100538,2024-07-02,14:29:49,2024-07-02T14:29:49,708.16,Debit,Groceries,BigMart,friend1@oksbi,Failed,Groceries payment to BigMart
TXN100539,2024-09-12,18:51:55,2024-09-12T18:51:55,168.74,Debit,Education,EduWorld,grocery@icici,Success,Education payment to EduWorld
TXN100540,2024-04-04,11:04:17,2024-04-04T11:04:17,2341.31,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN100541,2025-10-03,03:05:10,2025-10-03T03:05:10,798.3,Debit,Rent,CityRentals,friend1@oksbi,Success,Rent payment to CityRentals
TXN100542,2024-11-15,17:01:04,2024-11-15T17:01:04,783.44,Debit,Entertainment,MovieHub,merchant@axis,Success,Entertainment payment to MovieHub
TXN100543,2024-08-06,19:35:08,2024-08-06T19:35:08,1360.12,Debit,Shopping,ShopEasy,friend1@oksbi,Pending,Shopping payment to ShopEasy
TXN100544,2025-06-08,19:53:06,2025-06-08T19:53:06,51.87,Debit,Rent,CityRentals,salary@hdfc,Success,Rent payment to CityRentals
TXN100545,2024-02-19,13:17:10,2024-02-19T13:17:10,1410.7,Debit,Shopping,ShopEasy,shivap@ybl,Success,Shopping payment to ShopEasy
TXN100546,2025-06-19,02:45:42,2025-06-19T02:45:42,1350.03,Debit,Entertainment,MovieHub,merchant@axis,Success,Entertainment payment to MovieHub
TXN100547,2024-08-28,08:47:42,2024-08-28T08:47:42,1124.09,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN100548,2025-08-31,06:50:11,2025-08-31T06:50:11,831.7,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN100549,2025-05-13,13:32:32,2025-05-13T13:32:32,188.81,Debit,Rent,CityRentals,salary@hdfc,Success,Rent payment to CityRentals
TXN100550,2024-02-13,13:15:06,2024-02-13T13:15:06,949.57,Debit,Dining,CafeBrew,friend1@oksbi,Success,Dining payment to CafeBrew
TXN100551,2024-03-05,07:54:32,2024-03-05T07:54:32,850.71,Debit,Rent,CityRentals,friend1@oksbi,Success,Rent payment to CityRentals
TXN100552,2024-02-07,01:53:10,2024-02-07T01:53:10,232.99,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN100553,2024-06-17,23:41:23,2024-06-17T23:41:23,1014.88,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN100554,2024-01-04,16:19:30,2024-01-04T16:19:30,532.37,Debit,Travel,QuickFlights,shivap@ybl,Failed,Travel payment to QuickFlights
TXN100555,2025-02-10,07:51:03,2025-02-10T07:51:03,696.59,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN100556,2025-06-05,01:19:35,2025-06-05T01:19:35,46.79,Debit,Utilities,PowerGrid,shivap@ybl,Success,Utilities payment to PowerGrid
TXN100557,2025-03-15,03:45:30,2025-03-15T03:45:30,388.52,Debit,Rent,CityRentals,merchant@axis,Success,Rent payment to CityRentals
TXN100558,2024-12-13,22:54:41,2024-12-13T22:54:41,529.29,Debit,Dining,CafeBrew,salary@hdfc,Success,Dining payment to CafeBrew
TXN100559,2024-10-05,22:16:45,2024-10-05T22:16:45,154.44,Debit,Dining,CafeBrew,shivap@ybl,Success,Dining payment to CafeBrew
TXN100560,2024-01-04,03:36:48,2024-01-04T03:36:48,1608.81,Credit,Salary,AcmeCorp,shivap@ybl,Success,Salary payment to AcmeCorp
TXN100561,2025-09-13,13:24:23,2025-09-13T13:24:23,363.73,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN100562,2024-10-30,18:09:52,2024-10-30T18:09:52,431.81,Credit,Salary,AcmeCorp,friend1@oksbi,Success,Salary payment to AcmeCorp
TXN100563,2025-05-24,04:11:38,2025-05-24T04:11:38,406.47,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN100564,2024-11-23,00:29:24,2024-11-23T00:29:24,880.93,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN100565,2024-11-15,12:54:55,2024-11-15T12:54:55,265.35,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN100566,2024-10-06,14:08:29,2024-10-06T14:08:29,1347.07,Debit,Utilities,PowerGrid,friend1@oksbi,Pending,Utilities payment to PowerGrid
TXN100567,2024-03-09,22:01:03,2024-03-09T22:01:03,1937.78,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN100568,2025-10-08,14:09:46,2025-10-08T14:09:46,561.9,Credit,Salary,AcmeCorp,shivap@ybl,Success,Salary payment to AcmeCorp
TXN100569,2025-05-04,06:08:44,2025-05-04T06:08:44,949.34,Debit,Shopping,ShopEasy,merchant@axis,Success,Shopping payment to ShopEasy
TXN100570,2024-07-23,03:45:22,2024-07-23T03:45:22,93.26,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN100571,2024-08-09,16:43:08,2024-08-09T16:43:08,1257.03,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN100572,2024-01-29,09:26:23,2024-01-29T09:26:23,600.69,Credit,Refund,SellerX,grocery@icici,Success,Refund payment to SellerX
TXN100573,2024-06-11,00:02:19,2024-06-11T00:02:19,1307.96,Debit,Travel,QuickFlights,refund@paytm,Failed,Travel payment to QuickFlights
TXN100574,2024-07-17,01:21:26,2024-07-17T01:21:26,1010.11,Credit,Refund,SellerX,salary@hdfc,Success,Refund payment to SellerX
TXN100575,2024-10-25,04:21:45,2024-10-25T04:21:45,148.74,Debit,Education,EduWorld,shivap@ybl,Success,Education payment to EduWorld
TXN100576,2024-06-26,07:18:12,2024-06-26T07:18:12,1376.22,Debit,Travel,QuickFlights,refund@paytm,Success,Travel payment to QuickFlights
TXN100577,2025-05-26,02:02:03,2025-05-26T02:02:03,632.19,Debit,Utilities,PowerGrid,grocery@icici,Pending,Utilities payment to PowerGrid
TXN100578,2024-05-07,07:39:42,2024-05-07T07:39:42,376.63,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN100579,2025-04-23,02:05:14,2025-04-23T02:05:14,495.56,Debit,Rent,CityRentals,merchant@axis,Success,Rent payment to CityRentals
TXN100580,2024-03-30,04:28:37,2024-03-30T04:28:37,1510.73,Debit,Dining,CafeBrew,shivap@ybl,Success,Dining payment to CafeBrew
TXN100581,2024-04-25,12:22:47,2024-04-25T12:22:47,375.59,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN100582,2025-04-24,23:40:24,2025-04-24T23:40:24,997.79,Debit,Utilities,PowerGrid,shivap@ybl,Success,Utilities payment to PowerGrid
TXN100583,2024-12-11,15:40:33,2024-12-11T15:40:33,1739.55,Debit,Groceries,BigMart,shivap@ybl,Success,Groceries payment to BigMart
TXN100584,2024-03-28,04:32:22,2024-03-28T04:32:22,2123.55,Debit,Shopping,ShopEasy,salary@hdfc,Success,Shopping payment to ShopEasy
TXN100585,2025-04-18,14:33:52,2025-04-18T14:33:52,153.52,Debit,Dining,CafeBrew,friend1@oksbi,Success,Dining payment to CafeBrew
TXN100586,2024-10-15,00:31:11,2024-10-15T00:31:11,1116.3,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN100587,2024-02-26,21:31:57,2024-02-26T21:31:57,869.2,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN100588,2024-05-31,02:01:04,2024-05-31T02:01:04,2178.38,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN100589,2025-05-21,19:26:12,2025-05-21T19:26:12,353.53,Credit,Refund,SellerX,salary@hdfc,Success,Refund payment to SellerX
TXN100590,2025-09-15,11:49:22,2025-09-15T11:49:22,546.07,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN100591,2025-09-14,21:32:38,2025-09-14T21:32:38,348.34,Debit,Rent,CityRentals,grocery@icici,Success,Rent payment to CityRentals
TXN100592,2024-01-15,10:53:13,2024-01-15T10:53:13,931.56,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN100593,2025-08-24,11:32:45,2025-08-24T11:32:45,1952.3,Debit,Rent,CityRentals,friend1@oksbi,Success,Rent payment to CityRentals
TXN100594,2024-03-09,13:17:31,2024-03-09T13:17:31,303.06,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN100595,2025-10-08,21:53:28,2025-10-08T21:53:28,2205.89,Debit,Utilities,PowerGrid,merchant@axis,Success,Utilities payment to PowerGrid
TXN100596,2025-01-15,02:24:48,2025-01-15T02:24:48,1472.43,Debit,Utilities,PowerGrid,friend1@oksbi,Success,Utilities payment to PowerGrid
TXN100597,2024-12-03,05:26:53,2024-12-03T05:26:53,962.16,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN100598,2024-11-19,13:08:15,2024-11-19T13:08:15,1250.61,Debit,Shopping,ShopEasy,merchant@axis,Success,Shopping payment to ShopEasy
TXN100599,2025-01-13,20:12:34,2025-01-13T20:12:34,382.71,Debit,Health,MediCare,friend1@oksbi,Failed,Health payment to MediCare
TXN100600,2024-10-14,07:56:57,2024-10-14T07:56:57,1466.31,Debit,Travel,QuickFlights,grocery@icici,Success,Travel payment to QuickFlights
TXN100601,2024-05-08,19:21:18,2024-05-08T19:21:18,128.86,Debit,Utilities,PowerGrid,salary@hdfc,Success,Utilities payment to PowerGrid
TXN100602,2025-09-07,02:23:46,2025-09-07T02:23:46,1594.82,Debit,Shopping,ShopEasy,refund@paytm,Success,Shopping payment to ShopEasy
TXN100603,2024-09-29,17:27:57,2024-09-29T17:27:57,2142.85,Debit,Dining,CafeBrew,grocery@icici,Success,Dining payment to CafeBrew
TXN100604,2024-02-11,22:39:31,2024-02-11T22:39:31,45.16,Debit,Shopping,ShopEasy,salary@hdfc,Success,Shopping payment to ShopEasy
TXN100605,2025-04-10,15:01:30,2025-04-10T15:01:30,963.92,Debit,Health,MediCare,refund@paytm,Success,Health payment to MediCare
TXN100606,2024-10-12,03:53:53,2024-10-12T03:53:53,608.19,Debit,Utilities,PowerGrid,shivap@ybl,Success,Utilities payment to PowerGrid
TXN100607,2024-12-12,02:38:08,2024-12-12T02:38:08,532.02,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN100608,2024-09-21,08:07:00,2024-09-21T08:07:00,286.69,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN100609,2024-11-21,16:27:52,2024-11-21T16:27:52,547.32,Debit,Utilities,PowerGrid,salary@hdfc,Success,Utilities payment to PowerGrid
TXN100610,2025-03-02,22:29:31,2025-03-02T22:29:31,243.48,Debit,Rent,CityRentals,shivap@ybl,Success,Rent payment to CityRentals
TXN100611,2024-08-28,09:48:41,2024-08-28T09:48:41,808.25,Debit,Rent,CityRentals,refund@paytm,Success,Rent payment to CityRentals
TXN100612,2025-10-07,14:47:32,2025-10-07T14:47:32,11.73,Debit,Entertainment,MovieHub,friend1@oksbi,Success,Entertainment payment to MovieHub
TXN100613,2024-07-13,02:07:29,2024-07-13T02:07:29,1482.2,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN100614,2024-07-27,00:11:47,2024-07-27T00:11:47,893.5,Debit,Dining,CafeBrew,grocery@icici,Success,Dining payment to CafeBrew
TXN100615,2025-03-09,11:03:44,2025-03-09T11:03:44,561.21,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN100616,2025-01-31,21:29:06,2025-01-31T21:29:06,14.62,Debit,Entertainment,MovieHub,merchant@axis,Success,Entertainment payment to MovieHub
TXN100617,2025-03-12,23:07:23,2025-03-12T23:07:23,556.64,Debit,Shopping,ShopEasy,refund@paytm,Success,Shopping payment to ShopEasy
TXN100618,2024-05-30,21:06:26,2024-05-30T21:06:26,80.85,Debit,Utilities,PowerGrid,refund@paytm,Success,Utilities payment to PowerGrid
TXN100619,2024-06-29,10:26:12,2024-06-29T10:26:12,57.45,Debit,Utilities,PowerGrid,salary@hdfc,Success,Utilities payment to PowerGrid
TXN100620,2025-01-05,01:49:40,2025-01-05T01:49:40,227.04,Debit,Utilities,PowerGrid,grocery@icici,Success,Utilities payment to PowerGrid
TXN100621,2024-03-03,13:47:17,2024-03-03T13:47:17,424.93,Debit,Rent,CityRentals,refund@paytm,Success,Rent payment to CityRentals
TXN100622,2025-10-17,17:00:55,2025-10-17T17:00:55,776.09,Debit,Education,EduWorld,friend1@oksbi,Success,Education payment to EduWorld
TXN100623,2024-01-05,13:48:14,2024-01-05T13:48:14,1582.37,Debit,Dining,CafeBrew,shivap@ybl,Failed,Dining payment to CafeBrew
TXN100624,2025-02-03,18:24:41,2025-02-03T18:24:41,1880.13,Debit,Dining,CafeBrew,friend1@oksbi,Failed,Dining payment to CafeBrew
TXN100625,2025-07-21,01:40:13,2025-07-21T01:40:13,1466.85,Debit,Dining,CafeBrew,grocery@icici,Success,Dining payment to CafeBrew
TXN100626,2024-09-18,22:14:18,2024-09-18T22:14:18,931.54,Debit,Groceries,BigMart,salary@hdfc,Success,Groceries payment to BigMart
TXN100627,2024-05-21,23:55:42,2024-05-21T23:55:42,426.82,Debit,Groceries,BigMart,salary@hdfc,Success,Groceries payment to BigMart
TXN100628,2024-10-28,21:52:46,2024-10-28T21:52:46,57.05,Debit,Dining,CafeBrew,refund@paytm,Success,Dining payment to CafeBrew
TXN100629,2024-04-28,23:00:01,2024-04-28T23:00:01,623.8,Credit,Salary,AcmeCorp,friend1@oksbi,Success,Salary payment to AcmeCorp
TXN100630,2024-02-17,21:14:37,2024-02-17T21:14:37,576.64,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN100631,2024-09-14,16:19:11,2024-09-14T16:19:11,1286.35,Debit,Travel,QuickFlights,merchant@axis,Success,Travel payment to QuickFlights
TXN100632,2024-12-04,22:25:44,2024-12-04T22:25:44,1448.49,Debit,Groceries,BigMart,shivap@ybl,Failed,Groceries payment to BigMart
TXN100633,2025-02-09,23:30:03,2025-02-09T23:30:03,1058.28,Debit,Entertainment,MovieHub,salary@hdfc,Success,Entertainment payment to MovieHub
TXN100634,2025-09-23,01:08:23,2025-09-23T01:08:23,1169.75,Debit,Shopping,ShopEasy,merchant@axis,Failed,Shopping payment to ShopEasy
TXN100635,2024-06-09,03:01:56,2024-06-09T03:01:56,1381.2,Debit,Shopping,ShopEasy,merchant@axis,Success,Shopping payment to ShopEasy
TXN100636,2025-03-20,19:01:38,2025-03-20T19:01:38,86.74,Debit,Groceries,BigMart,salary@hdfc,Success,Groceries payment to BigMart
TXN100637,2024-11-17,09:52:54,2024-11-17T09:52:54,186.78,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN100638,2024-08-27,18:45:08,2024-08-27T18:45:08,2461.78,Debit,Utilities,PowerGrid,friend1@oksbi,Success,Utilities payment to PowerGrid
TXN100639,2024-02-21,15:19:26,2024-02-21T15:19:26,309.52,Debit,Shopping,ShopEasy,friend1@oksbi,Pending,Shopping payment to ShopEasy
TXN100640,2025-02-03,10:02:16,2025-02-03T10:02:16,575.32,Debit,Rent,CityRentals,merchant@axis,Success,Rent payment to CityRentals
TXN100641,2024-01-19,13:31:01,2024-01-19T13:31:01,2602.72,Debit,Groceries,BigMart,refund@paytm,Success,Groceries payment to BigMart
TXN100642,2024-09-29,14:26:35,2024-09-29T14:26:35,1498.32,Debit,Shopping,ShopEasy,friend1@oksbi,Success,Shopping payment to ShopEasy
TXN100643,2025-03-06,13:34:26,2025-03-06T13:34:26,224.7,Debit,Groceries,BigMart,friend1@oksbi,Success,Groceries payment to BigMart
TXN100644,2024-05-17,04:46:46,2024-05-17T04:46:46,288.66,Debit,Travel,QuickFlights,refund@paytm,Success,Travel payment to QuickFlights
TXN100645,2024-06-05,10:44:37,2024-06-05T10:44:37,168.09,Debit,Health,MediCare,grocery@icici,Success,Health payment to MediCare
TXN100646,2025-05-03,11:14:01,2025-05-03T11:14:01,2.02,Debit,Dining,CafeBrew,friend1@oksbi,Success,Dining payment to CafeBrew
TXN100647,2025-07-13,12:40:36,2025-07-13T12:40:36,2024.92,Debit,Health,MediCare,friend1@oksbi,Success,Health payment to MediCare
TXN100648,2025-02-17,02:56:50,2025-02-17T02:56:50,194.79,Debit,Education,EduWorld,merchant@axis,Success,Education payment to EduWorld
TXN100649,2024-02-14,05:58:15,2024-02-14T05:58:15,523.99,Credit,Salary,AcmeCorp,refund@paytm,Failed,Salary payment to AcmeCorp
TXN100650,2024-02-01,03:49:19,2024-02-01T03:49:19,322.78,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN100651,2025-03-01,17:33:44,2025-03-01T17:33:44,85.29,Debit,Entertainment,MovieHub,grocery@icici,Success,Entertainment payment to MovieHub
TXN100652,2025-03-20,01:38:18,2025-03-20T01:38:18,795.08,Credit,Shopping,ShopEasy,grocery@icici,Success,Shopping payment to ShopEasy
TXN100653,2025-04-12,20:36:56,2025-04-12T20:36:56,2041.77,Debit,Shopping,ShopEasy,friend1@oksbi,Success,Shopping payment to ShopEasy
TXN100654,2025-07-12,14:03:55,2025-07-12T14:03:55,613.6,Debit,Health,MediCare,merchant@axis,Success,Health payment to MediCare
TXN100655,2025-08-27,12:51:37,2025-08-27T12:51:37,256.46,Debit,Groceries,BigMart,merchant@axis,Success,Groceries payment to BigMart
TXN100656,2025-07-08,12:32:45,2025-07-08T12:32:45,915.43,Debit,Shopping,ShopEasy,grocery@icici,Success,Shopping payment to ShopEasy
TXN100657,2025-09-08,19:29:48,2025-09-08T19:29:48,2119.06,Debit,Groceries,BigMart,grocery@icici,Success,Groceries payment to BigMart
TXN100658,2024-03-12,02:59:21,2024-03-12T02:59:21,436.34,Debit,Dining,CafeBrew,grocery@icici,Success,Dining payment to CafeBrew
TXN100659,2024-05-07,18:14:37,2024-05-07T18:14:37,283.68,Debit,Shopping,ShopEasy,refund@paytm,Success,Shopping payment to ShopEasy
TXN100660,2024-07-20,04:51:45,2024-07-20T04:51:45,1617.2,Debit,Dining,CafeBrew,friend1@oksbi,Success,Dining payment to CafeBrew
TXN100661,2025-05-01,19:17:46,2025-05-01T19:17:46,2593.34,Debit,Groceries,BigMart,grocery@icici,Pending,Groceries payment to BigMart
TXN100662,2024-12-12,23:26:51,2024-12-12T23:26:51,1398.29,Debit,Dining,CafeBrew,merchant@axis,Success,Dining payment to CafeBrew
TXN100663,2024-12-18,11:14:13,2024-12-18T11:14:13,754.15,Credit,Salary,AcmeCorp,salary@hdfc,Success,Salary payment to AcmeCorp
TXN100664,2025-06-22,00:58:38,2025-06-22T00:58:38,2014.43,Debit,Rent,CityRentals,merchant@axis,Success,Rent payment to CityRentals
TXN100665,2025-03-27,04:26:37,2025-03-27T04:26:37,498.77,Debit,Shopping,ShopEasy,shivap@ybl,Success,Shopping payment to ShopEasy
